State,Occupation title,Occupation group,Total employment,Annual mean wage,Annual median wage,Top 10 percent wage
Maryland,Outdoor Power Equipment and Other Small Engine Mechanics,detailed,660,"40,590","37,860","62,240"
Maryland,Bicycle Repairers,detailed,130,"28,250","27,120","39,150"
Maryland,Recreational Vehicle Service Technicians,detailed,160,"42,660","40,520","63,180"
Maryland,Tire Repairers and Changers,detailed,"1,640","25,320","22,940","37,480"
Maryland,Mechanical Door Repairers,detailed,180,"46,150","40,770","75,300"
Maryland,"Control and Valve Installers and Repairers, Except Mechanical Door",detailed,"1,580","52,230","53,180","75,550"
Maryland,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",detailed,"5,930","54,830","54,380","79,650"
Maryland,Home Appliance Repairers,detailed,540,"42,830","37,010","71,460"
Maryland,Industrial Machinery Mechanics,detailed,"3,290","52,330","51,990","74,170"
Maryland,"Maintenance Workers, Machinery",detailed,970,"43,490","41,950","61,570"
Maryland,Millwrights,detailed,130,"59,400","60,400","77,840"
Maryland,Electrical Power-Line Installers and Repairers,detailed,"3,250","69,380","68,970","95,490"
Maryland,Telecommunications Line Installers and Repairers,detailed,"3,120","60,510","67,310","80,110"
Maryland,Camera and Photographic Equipment Repairers,detailed,90,"37,440","33,350","55,030"
Maryland,Medical Equipment Repairers,detailed,880,"50,250","46,650","76,590"
Maryland,Musical Instrument Repairers and Tuners,detailed,250,"36,940","35,270","60,710"
Maryland,"Precision Instrument and Equipment Repairers, All Other",detailed,200,"55,620","57,410","76,240"
Maryland,"Maintenance and Repair Workers, General",detailed,"21,890","41,430","39,990","61,110"
Maryland,"Coin, Vending, and Amusement Machine Servicers and Repairers",detailed,390,"33,980","32,740","50,190"
Maryland,Locksmiths and Safe Repairers,detailed,410,"46,170","45,660","63,520"
Maryland,Riggers,detailed,270,"58,310","57,730","83,440"
Maryland,"Helpers--Installation, Maintenance, and Repair Workers",detailed,"3,230","31,400","28,470","51,220"
Maryland,"Installation, Maintenance, and Repair Workers, All Other",detailed,"4,180","40,950","37,700","62,050"
Maryland,Production Occupations,major,"79,860","38,980","34,420","63,820"
Maryland,First-Line Supervisors of Production and Operating Workers,detailed,"6,810","63,650","60,100","98,620"
Maryland,Electrical and Electronic Equipment Assemblers,detailed,"2,980","35,130","33,670","51,110"
Maryland,Electromechanical Equipment Assemblers,detailed,340,"40,790","40,050","59,860"
Maryland,Engine and Other Machine Assemblers,detailed,110,"49,510","48,550","63,220"
Maryland,Structural Metal Fabricators and Fitters,detailed,520,"41,510","39,520","58,730"
Maryland,Fiberglass Laminators and Fabricators,detailed,80,"38,970","37,850","53,590"
Maryland,Team Assemblers,detailed,"3,630","27,820","25,130","40,830"
Maryland,"Assemblers and Fabricators, All Other",detailed,"2,880","30,630","27,320","48,010"
Maryland,Bakers,detailed,"3,560","27,940","25,240","40,420"
Maryland,Butchers and Meat Cutters,detailed,"1,550","37,720","40,870","50,450"
Maryland,"Meat, Poultry, and Fish Cutters and Trimmers",detailed,600,"27,700","27,140","39,910"
Maryland,Slaughterers and Meat Packers,detailed,580,"26,030","25,200","34,470"
Maryland,Food Batchmakers,detailed,"1,660","30,920","29,620","47,770"
Maryland,Food Cooking Machine Operators and Tenders,detailed,590,"26,380","26,750","31,820"
Maryland,"Food Processing Workers, All Other",detailed,"1,440","24,350","23,580","31,320"
Maryland,"Computer-Controlled Machine Tool Operators, Metal and Plastic",detailed,710,"45,410","45,260","61,810"
Maryland,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",detailed,220,"53,470","51,680","78,060"
Maryland,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,470,"33,560","32,400","47,840"
Maryland,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,190,"30,590","28,600","44,900"
Maryland,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,700,"39,140","37,800","57,080"
Maryland,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,70,"46,550","41,310","68,720"
Maryland,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,240,"40,550","38,340","59,090"
Maryland,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,220,"36,350","33,520","58,680"
Maryland,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,60,"48,480","49,130","63,950"
Maryland,Machinists,detailed,"3,110","49,610","49,490","67,830"
Maryland,Foundry Mold and Coremakers,detailed,40,"28,430","27,800","37,350"
Maryland,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,560,"38,300","38,580","50,130"
Maryland,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,390,"32,930","30,560","46,620"
Maryland,Tool and Die Makers,detailed,230,"45,040","38,100","75,900"
Maryland,"Welders, Cutters, Solderers, and Brazers",detailed,"2,400","46,410","45,520","64,920"
Maryland,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",detailed,290,"40,840","39,940","60,500"
Maryland,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,130,"36,020","31,050","56,550"
Maryland,"Tool Grinders, Filers, and Sharpeners",detailed,30,"39,880","37,850","50,520"
Maryland,"Metal Workers and Plastic Workers, All Other",detailed,290,"41,380","40,890","62,180"
Maryland,Prepress Technicians and Workers,detailed,770,"42,600","41,360","60,600"
Maryland,Printing Press Operators,detailed,"2,380","42,550","41,240","62,750"
Maryland,Print Binding and Finishing Workers,detailed,960,"34,350","33,020","51,980"
Maryland,Laundry and Dry-Cleaning Workers,detailed,"4,610","23,360","21,910","32,440"
Maryland,"Pressers, Textile, Garment, and Related Materials",detailed,570,"25,750","23,320","37,400"
Maryland,Sewing Machine Operators,detailed,930,"24,880","22,110","36,980"
Maryland,"Tailors, Dressmakers, and Custom Sewers",detailed,400,"33,020","31,560","48,050"
Maryland,"Textile Cutting Machine Setters, Operators, and Tenders",detailed,220,"23,620","21,370","34,120"
Maryland,Upholsterers,detailed,270,"33,860","30,770","56,660"
Maryland,"Textile, Apparel, and Furnishings Workers, All Other",detailed,160,"32,310","28,320","50,730"
Maryland,Cabinetmakers and Bench Carpenters,detailed,950,"39,440","36,180","61,460"
Maryland,Furniture Finishers,detailed,240,"36,450","35,370","58,180"
Maryland,"Sawing Machine Setters, Operators, and Tenders, Wood",detailed,180,"32,710","32,000","44,270"
Maryland,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",detailed,280,"33,550","29,370","56,210"
Maryland,"Woodworkers, All Other",detailed,180,"32,630","27,790","57,200"
Maryland,Power Distributors and Dispatchers,detailed,120,"75,630","74,980","95,410"
Maryland,Power Plant Operators,detailed,360,"76,200","76,980","96,910"
Maryland,Stationary Engineers and Boiler Operators,detailed,790,"59,050","57,770","78,750"
Maryland,Water and Wastewater Treatment Plant and System Operators,detailed,"1,670","45,410","43,690","64,670"
Maryland,Chemical Plant and System Operators,detailed,370,"53,790","55,470","74,650"
Maryland,Gas Plant Operators,detailed,360,"69,620","68,930","89,890"
Maryland,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",detailed,220,"55,760","50,280","79,160"
Maryland,"Plant and System Operators, All Other",detailed,290,"53,890","57,670","67,240"
Maryland,Chemical Equipment Operators and Tenders,detailed,870,"43,430","43,970","63,320"
Maryland,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",detailed,480,"43,130","39,550","64,480"
Maryland,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",detailed,340,"37,400","36,130","53,610"
Maryland,"Grinding and Polishing Workers, Hand",detailed,120,"35,470","30,120","59,870"
Maryland,"Mixing and Blending Machine Setters, Operators, and Tenders",detailed,"1,070","48,820","38,480","64,750"
Maryland,"Cutters and Trimmers, Hand",detailed,90,"25,520","23,200","35,810"
Maryland,"Cutting and Slicing Machine Setters, Operators, and Tenders",detailed,300,"37,560","37,650","49,990"
Maryland,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",detailed,360,"38,630","40,040","49,680"
Maryland,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",detailed,90,"55,480","57,630","65,150"
Maryland,"Inspectors, Testers, Sorters, Samplers, and Weighers",detailed,"4,440","48,730","45,920","79,880"
Maryland,Jewelers and Precious Stone and Metal Workers,detailed,370,"46,750","38,270","75,730"
Maryland,Dental Laboratory Technicians,detailed,360,"43,150","40,440","72,020"
Maryland,Medical Appliance Technicians,detailed,590,"36,110","30,150","60,510"
Maryland,Ophthalmic Laboratory Technicians,detailed,670,"38,090","34,410","58,220"
Maryland,Packaging and Filling Machine Operators and Tenders,detailed,"4,580","30,170","28,260","43,060"
Maryland,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",detailed,340,"41,770","39,240","62,470"
Maryland,"Painters, Transportation Equipment",detailed,420,"52,700","50,430","78,250"
Maryland,"Painting, Coating, and Decorating Workers",detailed,200,"31,080","28,620","47,100"
Maryland,Photographic Process Workers and Processing Machine Operators,detailed,400,"27,710","25,250","40,320"
Maryland,Adhesive Bonding Machine Operators and Tenders,detailed,100,"34,140","32,530","55,890"
Maryland,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",detailed,170,"28,510","26,490","41,140"
Maryland,Cooling and Freezing Equipment Operators and Tenders,detailed,50,"33,580","30,810","55,810"
Maryland,Etchers and Engravers,detailed,60,"32,300","30,720","40,830"
Maryland,"Molders, Shapers, and Casters, Except Metal and Plastic",detailed,450,"31,730","28,910","47,990"
Maryland,"Paper Goods Machine Setters, Operators, and Tenders",detailed,830,"40,300","37,350","61,700"
Maryland,Helpers--Production Workers,detailed,"3,600","30,670","28,980","40,930"
Maryland,"Production Workers, All Other",detailed,"2,270","33,740","30,900","54,680"
Maryland,Transportation and Material Moving Occupations,major,"163,600","38,560","33,710","62,540"
Maryland,Aircraft Cargo Handling Supervisors,detailed,150,"50,010","47,240","68,240"
Maryland,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",detailed,"3,720","52,600","47,280","81,440"
Maryland,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,detailed,"4,790","62,680","60,680","90,880"
Maryland,Commercial Pilots,detailed,420,"100,260","95,490","145,390"
Maryland,Air Traffic Controllers,detailed,100,"112,800","109,970","157,750"
Maryland,Airfield Operations Specialists,detailed,40,"64,270","59,550","92,860"
Maryland,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",detailed,180,"27,560","26,120","37,470"
Maryland,"Bus Drivers, Transit and Intercity",detailed,"6,000","39,760","36,530","56,120"
Maryland,"Bus Drivers, School or Special Client",detailed,"11,430","36,360","35,420","53,340"
Maryland,Driver/Sales Workers,detailed,"7,370","31,580","20,220","59,920"
Maryland,Heavy and Tractor-Trailer Truck Drivers,detailed,"23,470","46,010","44,100","66,120"
Maryland,Light Truck or Delivery Services Drivers,detailed,"21,780","37,560","34,990","60,440"
Maryland,Taxi Drivers and Chauffeurs,detailed,"4,770","27,850","26,140","39,940"
Maryland,"Motor Vehicle Operators, All Other",detailed,"1,420","43,730","44,630","66,570"
Maryland,"Railroad Brake, Signal, and Switch Operators",detailed,40,"60,230","65,420","78,760"
Maryland,Subway and Streetcar Operators,detailed,"1,140","57,440","56,110","77,220"
Maryland,"Rail Transportation Workers, All Other",detailed,290,"51,350","51,630","71,810"
Maryland,Sailors and Marine Oilers,detailed,510,"46,310","46,390","73,680"
Maryland,"Captains, Mates, and Pilots of Water Vessels",detailed,580,"87,140","82,680","126,090"
Maryland,Motorboat Operators,detailed,30,"63,000","66,030","80,570"
Maryland,Parking Lot Attendants,detailed,"2,820","21,630","19,720","28,710"
Maryland,Automotive and Watercraft Service Attendants,detailed,"3,170","22,550","20,110","30,560"
Maryland,Traffic Technicians,detailed,220,"46,190","45,360","62,730"
Maryland,Transportation Inspectors,detailed,300,"63,430","51,930","101,370"
Maryland,"Transportation Workers, All Other",detailed,390,"43,600","45,310","61,400"
Maryland,Conveyor Operators and Tenders,detailed,160,"33,960","31,640","48,800"
Maryland,Crane and Tower Operators,detailed,700,"59,910","60,650","82,750"
Maryland,Excavating and Loading Machine and Dragline Operators,detailed,"1,510","49,360","48,520","62,760"
Maryland,Hoist and Winch Operators,detailed,150,"51,370","46,540","76,040"
Maryland,Industrial Truck and Tractor Operators,detailed,"7,880","41,270","38,460","61,780"
Maryland,Cleaners of Vehicles and Equipment,detailed,"4,550","24,710","22,770","34,450"
Maryland,"Laborers and Freight, Stock, and Material Movers, Hand",detailed,"40,360","30,120","26,420","46,770"
Maryland,Machine Feeders and Offbearers,detailed,950,"27,660","25,780","38,710"
Maryland,"Packers and Packagers, Hand",detailed,"5,510","24,640","22,130","36,520"
Maryland,Refuse and Recyclable Material Collectors,detailed,"2,580","30,690","27,910","47,210"
Maryland,"Tank Car, Truck, and Ship Loaders",detailed,50,"44,270","44,430","52,660"
Maryland,"Material Moving Workers, All Other",detailed,400,"56,760","55,810","99,660"
Massachusetts,All Occupations,total,"3,459,910","60,840","46,690","116,060"
Massachusetts,Public Relations and Fundraising Managers,detailed,"4,200","126,490","113,790","203,240"
Massachusetts,Administrative Services Managers,detailed,"13,040","105,250","96,780","164,970"
Massachusetts,Industrial Production Managers,detailed,"5,220","120,130","109,800","182,860"
Massachusetts,Purchasing Managers,detailed,"2,800","120,940","116,490","186,530"
Massachusetts,"Transportation, Storage, and Distribution Managers",detailed,"2,670","105,810","95,400","160,820"
Massachusetts,Compensation and Benefits Managers,detailed,800,"130,900","122,720","200,100"
Massachusetts,Human Resources Managers,detailed,"5,090","128,720","117,240","202,760"
Massachusetts,Construction Managers,detailed,"6,370","109,900","105,680","163,210"
Massachusetts,"Education Administrators, Preschool and Childcare Center/Program",detailed,"1,980","59,020","52,850","93,700"
Massachusetts,"Education Administrators, Elementary and Secondary School",detailed,"7,210","103,810","103,640","136,170"
Massachusetts,"Education Administrators, All Other",detailed,620,"78,170","62,320","150,470"
Massachusetts,Architectural and Engineering Managers,detailed,"7,350","145,000","139,200","204,310"
