"","X.1","X","ST","STATE","OCC_TITLE","OCC_GROUP","A_MEAN","lon","lat"
"24716",24717,24717,"ND","North Dakota","Administrative Services Managers","detailed",83410,-101.002,47.55149
"24717",24718,24718,"ND","North Dakota","Computer and Information Systems Managers","detailed",110260,-101.002,47.55149
"24718",24719,24719,"ND","North Dakota","Financial Managers","detailed",114320,-101.002,47.55149
"24719",24720,24720,"ND","North Dakota","Industrial Production Managers","detailed",96170,-101.002,47.55149
"24720",24721,24721,"ND","North Dakota","Purchasing Managers","detailed",105420,-101.002,47.55149
"24721",24722,24722,"ND","North Dakota","Transportation, Storage, and Distribution Managers","detailed",85720,-101.002,47.55149
"24722",24723,24723,"ND","North Dakota","Human Resources Managers","detailed",100900,-101.002,47.55149
"24723",24724,24724,"ND","North Dakota","Training and Development Managers","detailed",104620,-101.002,47.55149
"24725",24726,24726,"ND","North Dakota","Construction Managers","detailed",94910,-101.002,47.55149
"24726",24727,24727,"ND","North Dakota","Education Administrators, Preschool and Childcare Center/Program","detailed",39910,-101.002,47.55149
"24727",24728,24728,"ND","North Dakota","Education Administrators, Elementary and Secondary School","detailed",89210,-101.002,47.55149
"24728",24729,24729,"ND","North Dakota","Education Administrators, Postsecondary","detailed",127170,-101.002,47.55149
"24729",24730,24730,"ND","North Dakota","Education Administrators, All Other","detailed",70650,-101.002,47.55149
"24730",24731,24731,"ND","North Dakota","Architectural and Engineering Managers","detailed",126480,-101.002,47.55149
"24731",24732,24732,"ND","North Dakota","Food Service Managers","detailed",56050,-101.002,47.55149
"24732",24733,24733,"ND","North Dakota","Funeral Service Managers","detailed",64120,-101.002,47.55149
"24733",24734,24734,"ND","North Dakota","Gaming Managers","detailed",65610,-101.002,47.55149
"24734",24735,24735,"ND","North Dakota","Lodging Managers","detailed",58030,-101.002,47.55149
"24735",24736,24736,"ND","North Dakota","Medical and Health Services Managers","detailed",97770,-101.002,47.55149
"24736",24737,24737,"ND","North Dakota","Natural Sciences Managers","detailed",100020,-101.002,47.55149
"24737",24738,24738,"ND","North Dakota","Postmasters and Mail Superintendents","detailed",58470,-101.002,47.55149
"24738",24739,24739,"ND","North Dakota","Property, Real Estate, and Community Association Managers","detailed",60750,-101.002,47.55149
"24739",24740,24740,"ND","North Dakota","Social and Community Service Managers","detailed",66860,-101.002,47.55149
"24740",24741,24741,"ND","North Dakota","Emergency Management Directors","detailed",71570,-101.002,47.55149
"24741",24742,24742,"ND","North Dakota","Managers, All Other","detailed",97030,-101.002,47.55149
"24742",24743,24743,"ND","North Dakota","Business and Financial Operations Occupations","major",61460,-101.002,47.55149
"24743",24744,24744,"ND","North Dakota","Buyers and Purchasing Agents, Farm Products","detailed",60630,-101.002,47.55149
"24744",24745,24745,"ND","North Dakota","Wholesale and Retail Buyers, Except Farm Products","detailed",50700,-101.002,47.55149
"24745",24746,24746,"ND","North Dakota","Purchasing Agents, Except Wholesale, Retail, and Farm Products","detailed",58970,-101.002,47.55149
"24746",24747,24747,"ND","North Dakota","Claims Adjusters, Examiners, and Investigators","detailed",48830,-101.002,47.55149
"24747",24748,24748,"ND","North Dakota","Compliance Officers","detailed",61440,-101.002,47.55149
"24748",24749,24749,"ND","North Dakota","Cost Estimators","detailed",58910,-101.002,47.55149
"24749",24750,24750,"ND","North Dakota","Human Resources Specialists","detailed",56060,-101.002,47.55149
"24750",24751,24751,"ND","North Dakota","Labor Relations Specialists","detailed",66720,-101.002,47.55149
"24751",24752,24752,"ND","North Dakota","Logisticians","detailed",61410,-101.002,47.55149
"24752",24753,24753,"ND","North Dakota","Management Analysts","detailed",72500,-101.002,47.55149
"24753",24754,24754,"ND","North Dakota","Meeting, Convention, and Event Planners","detailed",48060,-101.002,47.55149
"24754",24755,24755,"ND","North Dakota","Fundraisers","detailed",62720,-101.002,47.55149
"24755",24756,24756,"ND","North Dakota","Compensation, Benefits, and Job Analysis Specialists","detailed",58530,-101.002,47.55149
"24756",24757,24757,"ND","North Dakota","Training and Development Specialists","detailed",58400,-101.002,47.55149
"24757",24758,24758,"ND","North Dakota","Market Research Analysts and Marketing Specialists","detailed",53810,-101.002,47.55149
"24758",24759,24759,"ND","North Dakota","Business Operations Specialists, All Other","detailed",63960,-101.002,47.55149
"24759",24760,24760,"ND","North Dakota","Accountants and Auditors","detailed",58340,-101.002,47.55149
"24760",24761,24761,"ND","North Dakota","Appraisers and Assessors of Real Estate","detailed",49740,-101.002,47.55149
"24761",24762,24762,"ND","North Dakota","Budget Analysts","detailed",64600,-101.002,47.55149
"24762",24763,24763,"ND","North Dakota","Credit Analysts","detailed",58720,-101.002,47.55149
"24763",24764,24764,"ND","North Dakota","Financial Analysts","detailed",75090,-101.002,47.55149
"24764",24765,24765,"ND","North Dakota","Personal Financial Advisors","detailed",95400,-101.002,47.55149
"24765",24766,24766,"ND","North Dakota","Insurance Underwriters","detailed",63400,-101.002,47.55149
"24766",24767,24767,"ND","North Dakota","Financial Examiners","detailed",71870,-101.002,47.55149
"24767",24768,24768,"ND","North Dakota","Credit Counselors","detailed",49900,-101.002,47.55149
"24768",24769,24769,"ND","North Dakota","Loan Officers","detailed",70560,-101.002,47.55149
"24769",24770,24770,"ND","North Dakota","Tax Examiners and Collectors, and Revenue Agents","detailed",62890,-101.002,47.55149
"24770",24771,24771,"ND","North Dakota","Tax Preparers","detailed",50510,-101.002,47.55149
"24771",24772,24772,"ND","North Dakota","Financial Specialists, All Other","detailed",62000,-101.002,47.55149
"24772",24773,24773,"ND","North Dakota","Computer and Mathematical Occupations","major",67160,-101.002,47.55149
"24773",24774,24774,"ND","North Dakota","Computer Systems Analysts","detailed",78300,-101.002,47.55149
"24774",24775,24775,"ND","North Dakota","Information Security Analysts","detailed",74780,-101.002,47.55149
"24775",24776,24776,"ND","North Dakota","Computer Programmers","detailed",62390,-101.002,47.55149
"24776",24777,24777,"ND","North Dakota","Software Developers, Applications","detailed",79820,-101.002,47.55149
"24777",24778,24778,"ND","North Dakota","Software Developers, Systems Software","detailed",65370,-101.002,47.55149
"24778",24779,24779,"ND","North Dakota","Web Developers","detailed",60100,-101.002,47.55149
"24779",24780,24780,"ND","North Dakota","Database Administrators","detailed",76560,-101.002,47.55149
"24780",24781,24781,"ND","North Dakota","Network and Computer Systems Administrators","detailed",67560,-101.002,47.55149
"24781",24782,24782,"ND","North Dakota","Computer Network Architects","detailed",87400,-101.002,47.55149
"24782",24783,24783,"ND","North Dakota","Computer User Support Specialists","detailed",52750,-101.002,47.55149
"24783",24784,24784,"ND","North Dakota","Computer Network Support Specialists","detailed",55500,-101.002,47.55149
"24784",24785,24785,"ND","North Dakota","Computer Occupations, All Other","detailed",67580,-101.002,47.55149
"24785",24786,24786,"ND","North Dakota","Operations Research Analysts","detailed",69090,-101.002,47.55149
"24786",24787,24787,"ND","North Dakota","Statisticians","detailed",65740,-101.002,47.55149
"24787",24788,24788,"ND","North Dakota","Architecture and Engineering Occupations","major",70330,-101.002,47.55149
"24788",24789,24789,"ND","North Dakota","Architects, Except Landscape and Naval","detailed",71640,-101.002,47.55149
"24789",24790,24790,"ND","North Dakota","Landscape Architects","detailed",57720,-101.002,47.55149
"24790",24791,24791,"ND","North Dakota","Cartographers and Photogrammetrists","detailed",63720,-101.002,47.55149
"24791",24792,24792,"ND","North Dakota","Surveyors","detailed",66220,-101.002,47.55149
"24792",24793,24793,"ND","North Dakota","Chemical Engineers","detailed",93880,-101.002,47.55149
"24793",24794,24794,"ND","North Dakota","Civil Engineers","detailed",77870,-101.002,47.55149
"24794",24795,24795,"ND","North Dakota","Electrical Engineers","detailed",88280,-101.002,47.55149
"24795",24796,24796,"ND","North Dakota","Electronics Engineers, Except Computer","detailed",78380,-101.002,47.55149
"24796",24797,24797,"ND","North Dakota","Environmental Engineers","detailed",79530,-101.002,47.55149
"24797",24798,24798,"ND","North Dakota","Health and Safety Engineers, Except Mining Safety Engineers and Inspectors","detailed",69830,-101.002,47.55149
"24798",24799,24799,"ND","North Dakota","Industrial Engineers","detailed",76720,-101.002,47.55149
"24799",24800,24800,"ND","North Dakota","Mechanical Engineers","detailed",73880,-101.002,47.55149
"24800",24801,24801,"ND","North Dakota","Mining and Geological Engineers, Including Mining Safety Engineers","detailed",101080,-101.002,47.55149
"24801",24802,24802,"ND","North Dakota","Petroleum Engineers","detailed",141580,-101.002,47.55149
"24802",24803,24803,"ND","North Dakota","Engineers, All Other","detailed",80500,-101.002,47.55149
"24803",24804,24804,"ND","North Dakota","Architectural and Civil Drafters","detailed",48650,-101.002,47.55149
"24804",24805,24805,"ND","North Dakota","Electrical and Electronics Drafters","detailed",54400,-101.002,47.55149
"24805",24806,24806,"ND","North Dakota","Mechanical Drafters","detailed",46520,-101.002,47.55149
"24806",24807,24807,"ND","North Dakota","Civil Engineering Technicians","detailed",51850,-101.002,47.55149
"24807",24808,24808,"ND","North Dakota","Electrical and Electronics Engineering Technicians","detailed",64170,-101.002,47.55149
"24808",24809,24809,"ND","North Dakota","Environmental Engineering Technicians","detailed",55960,-101.002,47.55149
"24809",24810,24810,"ND","North Dakota","Industrial Engineering Technicians","detailed",45320,-101.002,47.55149
"24810",24811,24811,"ND","North Dakota","Mechanical Engineering Technicians","detailed",58860,-101.002,47.55149
"24811",24812,24812,"ND","North Dakota","Engineering Technicians, Except Drafters, All Other","detailed",60050,-101.002,47.55149
"24812",24813,24813,"ND","North Dakota","Surveying and Mapping Technicians","detailed",44420,-101.002,47.55149
"24813",24814,24814,"ND","North Dakota","Life, Physical, and Social Science Occupations","major",62740,-101.002,47.55149
"24814",24815,24815,"ND","North Dakota","Food Scientists and Technologists","detailed",47200,-101.002,47.55149
"24815",24816,24816,"ND","North Dakota","Soil and Plant Scientists","detailed",80260,-101.002,47.55149
"24816",24817,24817,"ND","North Dakota","Zoologists and Wildlife Biologists","detailed",60300,-101.002,47.55149
"24817",24818,24818,"ND","North Dakota","Biological Scientists, All Other","detailed",68610,-101.002,47.55149
"24818",24819,24819,"ND","North Dakota","Conservation Scientists","detailed",64340,-101.002,47.55149
"24819",24820,24820,"ND","North Dakota","Foresters","detailed",50780,-101.002,47.55149
"24820",24821,24821,"ND","North Dakota","Medical Scientists, Except Epidemiologists","detailed",65880,-101.002,47.55149
"24821",24822,24822,"ND","North Dakota","Life Scientists, All Other","detailed",51340,-101.002,47.55149
"24822",24823,24823,"ND","North Dakota","Atmospheric and Space Scientists","detailed",87530,-101.002,47.55149
"24823",24824,24824,"ND","North Dakota","Chemists","detailed",76430,-101.002,47.55149
"24824",24825,24825,"ND","North Dakota","Environmental Scientists and Specialists, Including Health","detailed",66190,-101.002,47.55149
"24825",24826,24826,"ND","North Dakota","Geoscientists, Except Hydrologists and Geographers","detailed",84170,-101.002,47.55149
"24826",24827,24827,"ND","North Dakota","Hydrologists","detailed",70280,-101.002,47.55149
"24827",24828,24828,"ND","North Dakota","Physical Scientists, All Other","detailed",49220,-101.002,47.55149
"24828",24829,24829,"ND","North Dakota","Clinical, Counseling, and School Psychologists","detailed",86810,-101.002,47.55149
"24829",24830,24830,"ND","North Dakota","Urban and Regional Planners","detailed",70260,-101.002,47.55149
"24830",24831,24831,"ND","North Dakota","Anthropologists and Archeologists","detailed",64200,-101.002,47.55149
"24831",24832,24832,"ND","North Dakota","Social Scientists and Related Workers, All Other","detailed",64530,-101.002,47.55149
"24832",24833,24833,"ND","North Dakota","Agricultural and Food Science Technicians","detailed",46110,-101.002,47.55149
"24833",24834,24834,"ND","North Dakota","Chemical Technicians","detailed",68460,-101.002,47.55149
"24834",24835,24835,"ND","North Dakota","Geological and Petroleum Technicians","detailed",58040,-101.002,47.55149
"24835",24836,24836,"ND","North Dakota","Environmental Science and Protection Technicians, Including Health","detailed",48140,-101.002,47.55149
"24836",24837,24837,"ND","North Dakota","Forest and Conservation Technicians","detailed",43300,-101.002,47.55149
"24837",24838,24838,"ND","North Dakota","Life, Physical, and Social Science Technicians, All Other","detailed",53470,-101.002,47.55149
"24838",24839,24839,"ND","North Dakota","Community and Social Service Occupations","major",47060,-101.002,47.55149
"24839",24840,24840,"ND","North Dakota","Substance Abuse and Behavioral Disorder Counselors","detailed",53680,-101.002,47.55149
"24840",24841,24841,"ND","North Dakota","Educational, Guidance, School, and Vocational Counselors","detailed",54370,-101.002,47.55149
"24841",24842,24842,"ND","North Dakota","Marriage and Family Therapists","detailed",46640,-101.002,47.55149
"24842",24843,24843,"ND","North Dakota","Mental Health Counselors","detailed",49780,-101.002,47.55149
"24843",24844,24844,"ND","North Dakota","Rehabilitation Counselors","detailed",45130,-101.002,47.55149
"24844",24845,24845,"ND","North Dakota","Counselors, All Other","detailed",49680,-101.002,47.55149
"24845",24846,24846,"ND","North Dakota","Child, Family, and School Social Workers","detailed",52630,-101.002,47.55149
"24846",24847,24847,"ND","North Dakota","Healthcare Social Workers","detailed",50320,-101.002,47.55149
"24847",24848,24848,"ND","North Dakota","Mental Health and Substance Abuse Social Workers","detailed",50270,-101.002,47.55149
"24848",24849,24849,"ND","North Dakota","Social Workers, All Other","detailed",57040,-101.002,47.55149
"24849",24850,24850,"ND","North Dakota","Health Educators","detailed",50370,-101.002,47.55149
"24850",24851,24851,"ND","North Dakota","Probation Officers and Correctional Treatment Specialists","detailed",53600,-101.002,47.55149
"24851",24852,24852,"ND","North Dakota","Social and Human Service Assistants","detailed",35030,-101.002,47.55149
"24852",24853,24853,"ND","North Dakota","Community Health Workers","detailed",36560,-101.002,47.55149
"24853",24854,24854,"ND","North Dakota","Community and Social Service Specialists, All Other","detailed",47370,-101.002,47.55149
